,hotel,country,arrival_date,total_guests,total_stays
32569,Resort Hotel,GBR,2017-02-16,3,5
32570,Resort Hotel,GBR,2017-02-18,1,3
32571,Resort Hotel,GBR,2017-02-17,2,4
32572,Resort Hotel,GBR,2017-02-12,3,9
32573,Resort Hotel,PRT,2017-02-20,1,1
32574,Resort Hotel,PRT,2017-03-20,1,4
32575,Resort Hotel,PRT,2017-03-27,1,1
32576,Resort Hotel,PRT,2017-04-17,1,4
32577,Resort Hotel,PRT,2017-04-25,1,1
32578,Resort Hotel,GBR,2017-02-19,3,3
32579,Resort Hotel,GBR,2017-02-17,2,5
32580,Resort Hotel,GBR,2017-02-20,1,2
32581,Resort Hotel,FRA,2017-02-15,2,7
32582,Resort Hotel,PRT,2017-02-21,2,1
32583,Resort Hotel,PRT,2017-02-22,2,1
32584,Resort Hotel,PRT,2017-02-21,2,1
32585,Resort Hotel,PRT,2017-02-21,1,1
32586,Resort Hotel,PRT,2017-02-21,1,1
32587,Resort Hotel,FRA,2017-02-18,1,4
32588,Resort Hotel,FRA,2017-02-18,2,4
32589,Resort Hotel,FRA,2017-02-17,2,5
32590,Resort Hotel,FRA,2017-02-17,2,5
32591,Resort Hotel,PRT,2017-02-20,1,2
32592,Resort Hotel,PRT,2017-04-12,1,1
32593,Resort Hotel,GBR,2017-02-18,2,4
32594,Resort Hotel,FRA,2017-02-17,2,5
32595,Resort Hotel,PRT,2017-02-21,1,1
32596,Resort Hotel,GBR,2017-02-18,4,4
32597,Resort Hotel,GBR,2017-02-20,2,2
32598,Resort Hotel,BRA,2017-02-20,2,2
32599,Resort Hotel,IRL,2017-02-16,2,7
32600,Resort Hotel,PRT,2017-02-21,1,2
32601,Resort Hotel,GBR,2017-02-09,2,14
32602,Resort Hotel,GBR,2017-02-16,1,7
32603,Resort Hotel,GBR,2017-02-16,1,7
32604,Resort Hotel,PRT,2017-02-22,2,1
32605,Resort Hotel,PRT,2017-02-22,2,1
32606,Resort Hotel,NLD,2017-02-21,1,2
32607,Resort Hotel,FRA,2017-02-16,4,7
32608,Resort Hotel,PRT,2017-02-22,1,1
32609,Resort Hotel,PRT,2017-02-22,1,1
32610,Resort Hotel,ESP,2017-02-22,2,1
32611,Resort Hotel,FRA,2017-02-22,2,1
32612,Resort Hotel,PRT,2017-02-22,2,1
32613,Resort Hotel,GBR,2017-02-20,2,3
32614,Resort Hotel,RUS,2017-02-21,1,2
32615,Resort Hotel,PRT,2017-02-20,1,3
32616,Resort Hotel,PRT,2017-02-21,1,2
32617,Resort Hotel,PRT,2017-02-22,1,1
32618,Resort Hotel,ESP,2017-02-22,1,1
32619,Resort Hotel,GBR,2017-02-18,2,5
32620,Resort Hotel,CN,2017-02-20,1,3
32621,Resort Hotel,GBR,2017-02-20,2,3
32622,Resort Hotel,GBR,2017-02-19,2,4
32623,Resort Hotel,ESP,2017-02-21,2,2
32624,Resort Hotel,FIN,2017-02-22,2,1
32625,Resort Hotel,FIN,2017-02-22,2,1
32626,Resort Hotel,FRA,2017-02-22,2,1
32627,Resort Hotel,GBR,2017-02-16,4,7
32628,Resort Hotel,GBR,2017-02-22,2,1
32629,Resort Hotel,ESP,2017-02-20,2,3
32630,Resort Hotel,PRT,2017-02-20,1,4
32631,Resort Hotel,FRA,2017-02-02,2,22
32632,Resort Hotel,ITA,2017-02-19,2,5
32633,Resort Hotel,ITA,2017-02-19,2,5
32634,Resort Hotel,ITA,2017-02-19,2,5
32635,Resort Hotel,ITA,2017-02-19,1,5
32636,Resort Hotel,ITA,2017-02-19,1,5
32637,Resort Hotel,FRA,2017-02-19,2,5
32638,Resort Hotel,GBR,2017-02-18,2,6
32639,Resort Hotel,GBR,2017-02-20,1,4
32640,Resort Hotel,PRT,2017-02-22,1,2
32641,Resort Hotel,PRT,2017-02-22,2,2
32642,Resort Hotel,PRT,2017-05-03,1,1
32643,Resort Hotel,PRT,2017-02-23,1,1
32644,Resort Hotel,DEU,2017-02-10,2,14
32645,Resort Hotel,PRT,2017-02-10,1,14
32646,Resort Hotel,IRL,2017-02-19,2,5
32647,Resort Hotel,PRT,2017-02-22,1,2
32648,Resort Hotel,PRT,2017-02-21,3,3
32649,Resort Hotel,IRL,2017-02-21,1,3
32650,Resort Hotel,POL,2017-02-17,4,7
32651,Resort Hotel,IRL,2017-02-18,2,6
32652,Resort Hotel,NLD,2017-02-17,2,7
32653,Resort Hotel,PRT,2017-02-21,2,3
32654,Resort Hotel,PRT,2017-02-21,2,3
32655,Resort Hotel,PRT,2017-08-31,2,1
32656,Resort Hotel,GBR,2017-02-20,2,4
32657,Resort Hotel,GBR,2017-02-19,2,5
32658,Resort Hotel,CHE,2017-02-20,1,4
32659,Resort Hotel,GBR,2017-02-17,1,7
32660,Resort Hotel,GBR,2017-02-21,2,4
32661,Resort Hotel,GBR,2017-02-21,2,4
32662,Resort Hotel,GBR,2017-02-20,1,5
32663,Resort Hotel,IRL,2017-02-18,2,7
32664,Resort Hotel,IRL,2017-02-18,2,7
32665,Resort Hotel,GBR,2017-02-18,2,7
32666,Resort Hotel,GBR,2017-02-18,2,7
32667,Resort Hotel,ESP,2017-02-23,1,2
32668,Resort Hotel,PRT,2017-02-24,2,1
32669,Resort Hotel,ROU,2017-02-20,2,5
32670,Resort Hotel,IRL,2017-02-20,4,5
32671,Resort Hotel,ESP,2017-02-23,2,2
32672,Resort Hotel,ESP,2017-02-23,2,2
32673,Resort Hotel,ESP,2017-02-23,3,2
32674,Resort Hotel,PRT,2017-02-23,2,2
32675,Resort Hotel,ESP,2017-02-23,2,2
32676,Resort Hotel,PRT,2017-02-24,2,1
32677,Resort Hotel,ESP,2017-02-23,1,2
32678,Resort Hotel,ESP,2017-02-23,2,2
32679,Resort Hotel,ESP,2017-02-23,3,2
32680,Resort Hotel,PRT,2017-02-24,1,1
32681,Resort Hotel,ESP,2017-02-23,2,2
32682,Resort Hotel,PRT,2017-02-23,2,2
32683,Resort Hotel,ESP,2017-02-23,2,2
32684,Resort Hotel,ESP,2017-02-23,2,2
32685,Resort Hotel,ESP,2017-02-23,2,2
32686,Resort Hotel,ESP,2017-02-23,2,2
32687,Resort Hotel,PRT,2017-02-24,2,1
32688,Resort Hotel,ESP,2017-02-23,2,2
32689,Resort Hotel,ESP,2017-02-23,3,2
32690,Resort Hotel,ESP,2017-02-23,2,2
32691,Resort Hotel,SVK,2017-02-18,4,7
32692,Resort Hotel,ESP,2017-02-18,2,7
32693,Resort Hotel,FIN,2017-02-18,2,7
32694,Resort Hotel,FRA,2017-02-20,2,5
32695,Resort Hotel,FRA,2017-02-24,2,1
32696,Resort Hotel,PRT,2017-02-23,2,2
32697,Resort Hotel,ESP,2017-02-23,2,2
32698,Resort Hotel,GBR,2017-02-21,2,4
32699,Resort Hotel,ESP,2017-02-23,2,2
32700,Resort Hotel,ESP,2017-02-23,2,2
32701,Resort Hotel,PRT,2017-02-24,2,1
32702,Resort Hotel,PRT,2017-02-24,2,1
32703,Resort Hotel,ESP,2017-02-23,1,2
32704,Resort Hotel,SWE,2017-02-18,3,7
32705,Resort Hotel,SWE,2017-02-04,1,21
32706,Resort Hotel,PRT,2017-02-22,2,3
32707,Resort Hotel,PRT,2017-02-24,2,1
32708,Resort Hotel,GBR,2017-02-18,3,7
32709,Resort Hotel,PRT,2017-02-24,2,1
32710,Resort Hotel,GBR,2017-02-23,1,2
32711,Resort Hotel,ESP,2017-02-24,2,1
32712,Resort Hotel,FRA,2017-02-04,2,21
32713,Resort Hotel,GBR,2017-02-23,3,3
32714,Resort Hotel,GBR,2017-02-19,2,7
32715,Resort Hotel,GBR,2017-02-22,3,4
32716,Resort Hotel,GBR,2017-02-22,2,4
32717,Resort Hotel,GBR,2017-02-22,3,4
32718,Resort Hotel,GBR,2017-02-22,1,4
32719,Resort Hotel,GBR,2017-02-22,1,4
32720,Resort Hotel,GBR,2017-02-19,2,7
32721,Resort Hotel,GBR,2017-02-16,2,10
32722,Resort Hotel,GBR,2017-02-22,2,4
32723,Resort Hotel,GBR,2017-02-19,2,7
32724,Resort Hotel,GBR,2017-02-22,1,4
32725,Resort Hotel,IRL,2017-02-19,2,7
32726,Resort Hotel,GBR,2017-02-22,2,4
32727,Resort Hotel,ESP,2017-02-24,2,2
32728,Resort Hotel,BRA,2017-02-24,2,2
32729,Resort Hotel,GBR,2017-02-22,2,4
32730,Resort Hotel,GBR,2017-02-22,2,4
32731,Resort Hotel,ESP,2017-02-24,2,2
32732,Resort Hotel,GBR,2017-02-22,2,4
32733,Resort Hotel,GBR,2017-02-22,2,4
32734,Resort Hotel,GBR,2017-02-22,2,4
32735,Resort Hotel,GBR,2017-02-22,3,4
32736,Resort Hotel,FRA,2017-02-19,2,7
32737,Resort Hotel,GBR,2017-02-21,2,5
32738,Resort Hotel,GBR,2017-02-12,2,14
32739,Resort Hotel,GBR,2017-02-22,1,4
32740,Resort Hotel,IRL,2017-02-25,2,1
32741,Resort Hotel,IRL,2017-02-25,2,1
32742,Resort Hotel,PRT,2017-02-24,2,2
32743,Resort Hotel,PRT,2017-02-24,2,2
32744,Resort Hotel,GBR,2017-02-22,3,4
32745,Resort Hotel,GBR,2017-02-16,2,10
32746,Resort Hotel,PRT,2017-02-25,2,1
32747,Resort Hotel,GBR,2017-02-22,2,4
32748,Resort Hotel,PRT,2017-02-24,2,2
32749,Resort Hotel,GBR,2017-02-22,3,4
32750,Resort Hotel,FRA,2017-02-16,1,10
32751,Resort Hotel,GBR,2017-02-20,2,7
32752,Resort Hotel,GBR,2017-02-23,2,4
32753,Resort Hotel,GBR,2017-02-06,2,21
32754,Resort Hotel,GBR,2017-02-13,2,14
32755,Resort Hotel,GBR,2017-02-20,2,7
32756,Resort Hotel,PRT,2017-02-25,2,2
32757,Resort Hotel,GBR,2017-02-20,2,7
32758,Resort Hotel,PRT,2017-02-26,1,1
32759,Resort Hotel,ESP,2017-02-25,2,2
32760,Resort Hotel,FRA,2017-02-20,3,7
32761,Resort Hotel,ESP,2017-02-25,2,2
32762,Resort Hotel,USA,2017-02-25,4,2
32763,Resort Hotel,ESP,2017-02-25,2,2
32764,Resort Hotel,PRT,2017-02-24,3,3
32765,Resort Hotel,NOR,2017-02-26,2,1
32766,Resort Hotel,PRT,2017-02-25,2,2
32767,Resort Hotel,CHL,2017-02-23,2,4
32768,Resort Hotel,CHL,2017-02-23,3,4
32769,Resort Hotel,PRT,2017-02-25,2,2
32770,Resort Hotel,PRT,2017-02-25,2,2
32771,Resort Hotel,ESP,2017-02-26,3,1
32772,Resort Hotel,ESP,2017-02-26,4,1
32773,Resort Hotel,USA,2017-02-25,4,2
32774,Resort Hotel,USA,2017-02-25,4,2
32775,Resort Hotel,DEU,2017-02-23,2,4
32776,Resort Hotel,ESP,2017-02-25,2,2
32777,Resort Hotel,PRT,2017-02-25,2,2
32778,Resort Hotel,PRT,2017-02-25,3,2
32779,Resort Hotel,ESP,2017-02-26,2,1
32780,Resort Hotel,ESP,2017-02-25,2,2
32781,Resort Hotel,ESP,2017-02-26,2,1
32782,Resort Hotel,NLD,2017-02-23,1,4
32783,Resort Hotel,USA,2017-02-26,2,1
32784,Resort Hotel,PRT,2017-02-26,2,1
32785,Resort Hotel,RUS,2017-02-26,4,1
32786,Resort Hotel,PRT,2017-02-25,2,2
32787,Resort Hotel,ESP,2017-02-26,2,1
32788,Resort Hotel,PRT,2017-02-25,1,2
32789,Resort Hotel,PRT,2017-02-25,4,2
32790,Resort Hotel,GBR,2017-02-24,1,3
32791,Resort Hotel,ZWE,2017-02-24,2,3
32792,Resort Hotel,GBR,2017-02-24,2,3
32793,Resort Hotel,GBR,2017-02-24,2,3
32794,Resort Hotel,IRL,2017-02-21,1,6
32795,Resort Hotel,PRT,2017-02-25,2,2
32796,Resort Hotel,GBR,2017-02-24,2,3
32797,Resort Hotel,PRT,2017-02-25,2,2
32798,Resort Hotel,CHE,2017-02-26,2,1
32799,Resort Hotel,CHE,2017-02-26,2,1
32800,Resort Hotel,PRT,2017-02-26,2,1
32801,Resort Hotel,ITA,2017-02-25,2,3
32802,Resort Hotel,ITA,2017-02-25,2,3
32803,Resort Hotel,ITA,2017-02-25,2,3
32804,Resort Hotel,GBR,2017-02-18,2,10
32805,Resort Hotel,FRA,2017-02-21,3,7
32806,Resort Hotel,ESP,2017-02-25,2,3
32807,Resort Hotel,GBR,2017-01-24,2,35
32808,Resort Hotel,PRT,2017-02-25,2,3
32809,Resort Hotel,PRT,2017-02-25,2,3
32810,Resort Hotel,PRT,2017-02-25,2,3
32811,Resort Hotel,ESP,2017-02-25,2,3
32812,Resort Hotel,PRT,2017-02-25,2,3
32813,Resort Hotel,ESP,2017-02-25,2,3
32814,Resort Hotel,FRA,2017-02-21,2,7
32815,Resort Hotel,ESP,2017-02-24,3,4
32816,Resort Hotel,ESP,2017-02-24,3,4
32817,Resort Hotel,ESP,2017-02-24,2,4
32818,Resort Hotel,GBR,2017-02-26,2,2
32819,Resort Hotel,GBR,2017-02-28,2,2
32820,Resort Hotel,ESP,2017-02-27,1,1
32821,Resort Hotel,PRT,2017-02-27,2,1
32822,Resort Hotel,PRT,2017-02-25,3,3
32823,Resort Hotel,NLD,2017-02-21,2,7
32824,Resort Hotel,DEU,2017-02-27,1,1
32825,Resort Hotel,ESP,2017-02-25,2,3
32826,Resort Hotel,PRT,2017-02-26,2,2
32827,Resort Hotel,PRT,2017-02-24,2,4
32828,Resort Hotel,ESP,2017-02-25,2,3
32829,Resort Hotel,PRT,2017-02-25,2,3
32830,Resort Hotel,ESP,2017-02-25,2,3
32831,Resort Hotel,GBR,2017-02-21,2,7
32832,Resort Hotel,ESP,2017-02-27,5,1
32833,Resort Hotel,ESP,2017-02-27,2,1
32834,Resort Hotel,GBR,2017-02-21,2,7
32835,Resort Hotel,PRT,2017-02-24,2,4
32836,Resort Hotel,PRT,2017-03-29,1,1
32837,Resort Hotel,FRA,2017-02-25,2,3
32838,Resort Hotel,ESP,2017-02-26,2,2
32839,Resort Hotel,PRT,2017-02-25,2,3
32840,Resort Hotel,ESP,2017-02-25,2,3
32841,Resort Hotel,ESP,2017-02-25,4,3
32842,Resort Hotel,PRT,2017-02-25,2,3
32843,Resort Hotel,ESP,2017-02-24,2,4
32844,Resort Hotel,ESP,2017-02-25,2,3
32845,Resort Hotel,ESP,2017-02-25,3,3
32846,Resort Hotel,GBR,2017-02-23,2,5
32847,Resort Hotel,PRT,2017-02-26,2,2
32848,Resort Hotel,POL,2017-02-21,4,7
32849,Resort Hotel,PRT,2017-02-25,2,3
32850,Resort Hotel,PRT,2017-02-27,2,1
32851,Resort Hotel,PRT,2017-02-27,2,1
32852,Resort Hotel,POL,2017-02-21,4,7
32853,Resort Hotel,PRT,2017-02-25,2,3
32854,Resort Hotel,ESP,2017-02-25,2,3
32855,Resort Hotel,PRT,2017-02-25,2,3
32856,Resort Hotel,DEU,2017-02-25,2,3
32857,Resort Hotel,PRT,2017-02-27,4,1
32858,Resort Hotel,PRT,2017-02-25,2,3
32859,Resort Hotel,PRT,2017-02-27,4,1
32860,Resort Hotel,ESP,2017-02-25,3,3
32861,Resort Hotel,ESP,2017-02-26,3,2
32862,Resort Hotel,ESP,2017-02-26,4,2
32863,Resort Hotel,PRT,2017-02-25,2,3
32864,Resort Hotel,PRT,2017-02-26,2,2
32865,Resort Hotel,PRT,2017-02-25,2,3
32866,Resort Hotel,BRA,2017-02-25,2,3
32867,Resort Hotel,ESP,2017-02-27,3,1
32868,Resort Hotel,PRT,2017-02-25,2,3
32869,Resort Hotel,ESP,2017-02-25,2,3
32870,Resort Hotel,ESP,2017-02-26,2,2
32871,Resort Hotel,PRT,2017-02-24,2,4
32872,Resort Hotel,ESP,2017-02-25,2,3
32873,Resort Hotel,NLD,2017-02-22,2,7
32874,Resort Hotel,CN,2017-02-22,2,7
32875,Resort Hotel,CN,2017-02-22,2,7
32876,Resort Hotel,PRT,2017-02-28,2,1
32877,Resort Hotel,GBR,2017-02-26,1,3
32878,Resort Hotel,PRT,2017-02-28,1,1
32879,Resort Hotel,LUX,2017-02-28,2,1
32880,Resort Hotel,ESP,2017-02-27,2,2
32881,Resort Hotel,ESP,2017-02-27,2,2
32882,Resort Hotel,DEU,2017-02-22,2,7
32883,Resort Hotel,NLD,2017-02-22,2,7
32884,Resort Hotel,NLD,2017-02-28,2,1
32885,Resort Hotel,FIN,2017-02-28,2,1
32886,Resort Hotel,BRA,2017-02-28,2,1
32887,Resort Hotel,ITA,2017-02-25,2,4
32888,Resort Hotel,BRA,2017-02-28,2,1
32889,Resort Hotel,PRT,2017-02-24,2,5
32890,Resort Hotel,UKR,2017-02-26,2,3
32891,Resort Hotel,ESP,2017-02-28,4,1
32892,Resort Hotel,PRT,2017-02-28,2,1
32893,Resort Hotel,PRT,2017-02-28,2,1
32894,Resort Hotel,PRT,2017-02-27,2,2
32895,Resort Hotel,PRT,2017-06-26,2,1
32896,Resort Hotel,PRT,2017-06-27,3,1
32897,Resort Hotel,CN,2017-02-22,2,7
32898,Resort Hotel,GBR,2017-02-25,2,4
32899,Resort Hotel,PRT,2017-02-25,2,4
32900,Resort Hotel,PRT,2017-02-26,4,3
32901,Resort Hotel,PRT,2017-02-26,4,3
32902,Resort Hotel,PRT,2017-02-27,2,2
32903,Resort Hotel,ESP,2017-02-28,2,1
32904,Resort Hotel,PRT,2017-02-28,1,1
32905,Resort Hotel,IND,2017-02-26,2,3
32906,Resort Hotel,GBR,2017-02-26,1,3
32907,Resort Hotel,PRT,2017-03-01,2,1
32908,Resort Hotel,PRT,2017-02-23,2,7
32909,Resort Hotel,GBR,2017-02-26,2,4
32910,Resort Hotel,GBR,2017-02-25,2,5
32911,Resort Hotel,GBR,2017-02-25,2,5
32912,Resort Hotel,FRA,2017-02-27,2,3
32913,Resort Hotel,FRA,2017-02-23,1,7
32914,Resort Hotel,PRT,2017-02-28,2,2
32915,Resort Hotel,ESP,2017-02-26,2,4
32916,Resort Hotel,ESP,2017-02-26,2,4
32917,Resort Hotel,ESP,2017-02-26,2,4
32918,Resort Hotel,FRA,2017-02-21,2,9
32919,Resort Hotel,BRA,2017-03-01,3,1
32920,Resort Hotel,FRA,2017-02-23,2,7
32921,Resort Hotel,GBR,2017-02-28,2,2
32922,Resort Hotel,PRT,2017-04-11,2,1
32923,Resort Hotel,BEL,2017-03-01,1,1
32924,Resort Hotel,GBR,2017-02-23,1,7
32925,Resort Hotel,GBR,2017-04-20,1,7
32926,Resort Hotel,PRT,2017-03-01,1,1
32927,Resort Hotel,USA,2017-02-25,4,5
32928,Resort Hotel,GBR,2017-02-16,2,14
32929,Resort Hotel,PRT,2017-02-28,2,2
32930,Resort Hotel,GBR,2017-02-27,4,3
32931,Resort Hotel,PRT,2017-03-01,2,1
32932,Resort Hotel,PRT,2017-02-28,2,2
32933,Resort Hotel,BRA,2017-02-27,3,3
32934,Resort Hotel,GBR,2017-02-23,2,7
32935,Resort Hotel,USA,2017-02-25,2,5
32936,Resort Hotel,DEU,2017-02-28,1,2
32937,Resort Hotel,PRT,2017-02-28,2,2
32938,Resort Hotel,GBR,2017-02-20,2,10
32939,Resort Hotel,GBR,2017-02-23,2,7
32940,Resort Hotel,DEU,2017-02-28,1,2
32941,Resort Hotel,IRL,2017-02-25,1,5
32942,Resort Hotel,GBR,2017-03-02,2,5
32943,Resort Hotel,DEU,2017-02-28,1,2
32944,Resort Hotel,FRA,2017-03-01,4,1
32945,Resort Hotel,DEU,2017-02-28,2,2
32946,Resort Hotel,PRT,2017-02-28,2,2
32947,Resort Hotel,FIN,2017-02-23,2,7
32948,Resort Hotel,PRT,2017-03-01,2,1
32949,Resort Hotel,IRL,2017-02-23,2,7
32950,Resort Hotel,POL,2017-02-27,4,3
32951,Resort Hotel,CHE,2017-02-25,2,6
32952,Resort Hotel,PRT,2017-03-01,1,2
32953,Resort Hotel,GBR,2017-02-26,2,5
32954,Resort Hotel,DEU,2017-03-02,1,1
32955,Resort Hotel,DEU,2017-03-02,1,1
32956,Resort Hotel,PRT,2017-02-03,2,28
32957,Resort Hotel,GBR,2017-02-27,2,4
32958,Resort Hotel,PRT,2017-03-01,1,2
32959,Resort Hotel,PRT,2017-05-03,1,2
32960,Resort Hotel,DEU,2017-03-02,2,1
32961,Resort Hotel,PRT,2017-03-02,1,1
32962,Resort Hotel,PRT,2017-03-30,1,1
32963,Resort Hotel,PRT,2017-06-22,1,1
32964,Resort Hotel,CHN,2017-03-02,3,1
32965,Resort Hotel,DEU,2017-03-02,1,1
32966,Resort Hotel,FRA,2017-02-28,4,3
32967,Resort Hotel,BEL,2017-02-28,2,4
32968,Resort Hotel,IRL,2017-02-28,2,4
32969,Resort Hotel,GBR,2017-03-02,2,2
32970,Resort Hotel,GBR,2017-02-25,2,7
32971,Resort Hotel,ITA,2017-02-27,2,5
32972,Resort Hotel,BEL,2017-02-25,2,7
32973,Resort Hotel,PRT,2017-03-03,1,1
32974,Resort Hotel,PRT,2017-03-03,1,1
32975,Resort Hotel,GBR,2017-03-03,1,1
32976,Resort Hotel,PRT,2017-03-03,1,1
32977,Resort Hotel,PRT,2017-03-04,2,1
32978,Resort Hotel,GBR,2017-03-03,2,2
32979,Resort Hotel,GBR,2017-03-02,1,3
32980,Resort Hotel,GBR,2017-03-02,1,3
32981,Resort Hotel,BEL,2017-03-02,3,3
32982,Resort Hotel,GBR,2017-03-02,1,3
32983,Resort Hotel,CZE,2017-03-02,2,3
32984,Resort Hotel,GBR,2017-03-02,1,3
32985,Resort Hotel,GBR,2017-03-02,2,3
32986,Resort Hotel,NLD,2017-03-02,2,3
32987,Resort Hotel,GBR,2017-03-02,1,3
32988,Resort Hotel,GBR,2017-03-02,1,3
32989,Resort Hotel,GBR,2017-03-02,2,3
32990,Resort Hotel,GBR,2017-03-02,1,3
32991,Resort Hotel,BEL,2017-03-01,2,4
32992,Resort Hotel,GBR,2017-03-02,2,3
32993,Resort Hotel,GBR,2017-03-02,2,3
32994,Resort Hotel,BEL,2017-03-02,1,3
32995,Resort Hotel,BEL,2017-03-05,1,1
32996,Resort Hotel,PRT,2017-03-04,2,1
32997,Resort Hotel,PRT,2017-03-01,2,4
32998,Resort Hotel,GBR,2017-03-02,2,3
32999,Resort Hotel,FRA,2017-02-28,3,5
33000,Resort Hotel,NLD,2017-03-02,2,3
33001,Resort Hotel,FRA,2017-02-28,1,5
33002,Resort Hotel,PRT,2017-03-04,2,1
33003,Resort Hotel,IRL,2017-02-28,2,5
33004,Resort Hotel,PRT,2017-03-04,2,1
33005,Resort Hotel,PRT,2017-03-03,1,2
33006,Resort Hotel,PRT,2017-03-03,1,2
33007,Resort Hotel,CHE,2017-03-03,1,2
33008,Resort Hotel,PRT,2017-03-04,2,1
33009,Resort Hotel,BEL,2017-03-02,2,3
33010,Resort Hotel,GBR,2017-03-02,2,3
33011,Resort Hotel,PRT,2017-03-03,1,2
33012,Resort Hotel,NLD,2017-02-24,2,9
33013,Resort Hotel,PRT,2017-03-04,2,1
33014,Resort Hotel,NLD,2017-02-24,2,9
33015,Resort Hotel,NLD,2017-03-03,2,2
33016,Resort Hotel,BEL,2017-03-02,3,3
33017,Resort Hotel,PRT,2017-03-04,2,1
33018,Resort Hotel,ESP,2017-03-03,2,2
33019,Resort Hotel,GBR,2017-03-02,4,3
33020,Resort Hotel,PRT,2017-03-04,2,1
33021,Resort Hotel,PRT,2017-03-04,1,1
33022,Resort Hotel,PRT,2017-03-09,2,3
33023,Resort Hotel,GBR,2017-03-02,2,3
33024,Resort Hotel,GBR,2017-03-02,2,3
33025,Resort Hotel,GBR,2017-03-02,2,3
33026,Resort Hotel,PRT,2017-06-18,2,2
33027,Resort Hotel,PRT,2017-03-04,2,1
33028,Resort Hotel,PRT,2017-03-04,4,1
33029,Resort Hotel,GBR,2017-03-02,2,3
33030,Resort Hotel,GBR,2017-03-02,2,3
33031,Resort Hotel,PRT,2017-03-03,1,2
33032,Resort Hotel,BEL,2017-03-02,2,4
33033,Resort Hotel,NLD,2017-03-02,2,4
33034,Resort Hotel,NLD,2017-03-02,1,4
33035,Resort Hotel,GBR,2017-03-02,2,4
33036,Resort Hotel,BEL,2017-03-02,2,4
33037,Resort Hotel,FRA,2017-03-02,1,4
33038,Resort Hotel,GBR,2017-03-02,1,4
33039,Resort Hotel,GBR,2017-03-02,2,4
33040,Resort Hotel,GBR,2017-03-02,1,4
33041,Resort Hotel,GBR,2017-03-02,2,4
33042,Resort Hotel,BEL,2017-03-02,2,4
33043,Resort Hotel,NLD,2017-03-02,1,4
33044,Resort Hotel,BEL,2017-03-02,3,4
33045,Resort Hotel,BEL,2017-03-03,2,3
33046,Resort Hotel,BEL,2017-03-02,2,4
33047,Resort Hotel,NLD,2017-03-01,1,5
33048,Resort Hotel,NLD,2017-03-02,3,4
33049,Resort Hotel,NLD,2017-03-02,2,4
33050,Resort Hotel,NLD,2017-03-02,1,4
33051,Resort Hotel,NLD,2017-03-02,2,4
33052,Resort Hotel,BEL,2017-03-02,2,4
33053,Resort Hotel,BEL,2017-03-02,1,4
33054,Resort Hotel,DEU,2017-03-02,1,4
33055,Resort Hotel,BEL,2017-03-02,2,4
33056,Resort Hotel,BEL,2017-03-02,1,4
33057,Resort Hotel,BEL,2017-03-02,2,4
33058,Resort Hotel,NLD,2017-03-01,2,5
33059,Resort Hotel,NLD,2017-02-28,2,6
33060,Resort Hotel,BEL,2017-03-02,2,4
33061,Resort Hotel,BEL,2017-03-02,1,4
33062,Resort Hotel,BEL,2017-03-02,2,4
33063,Resort Hotel,BEL,2017-03-02,2,4
33064,Resort Hotel,NLD,2017-03-01,2,5
33065,Resort Hotel,PRT,2017-03-05,1,1
33066,Resort Hotel,BEL,2017-03-02,2,4
33067,Resort Hotel,NLD,2017-03-01,1,5
33068,Resort Hotel,NLD,2017-03-01,2,5
33069,Resort Hotel,GBR,2017-03-02,2,4
33070,Resort Hotel,GBR,2017-03-03,1,3
33071,Resort Hotel,GBR,2017-03-02,1,4
33072,Resort Hotel,IRL,2017-03-03,2,3
33073,Resort Hotel,GBR,2017-03-02,1,4
33074,Resort Hotel,GBR,2017-03-04,2,2
33075,Resort Hotel,GBR,2017-03-02,1,4
33076,Resort Hotel,PRT,2017-03-01,1,5
33077,Resort Hotel,GBR,2017-03-02,2,4
33078,Resort Hotel,BEL,2017-03-02,2,4
33079,Resort Hotel,BEL,2017-03-02,1,4
33080,Resort Hotel,GBR,2017-03-02,2,4
33081,Resort Hotel,BEL,2017-03-02,2,4
33082,Resort Hotel,DEU,2017-02-13,2,21
33083,Resort Hotel,NLD,2017-03-02,2,4
33084,Resort Hotel,GBR,2017-03-02,1,4
33085,Resort Hotel,NLD,2017-03-02,2,4
33086,Resort Hotel,NLD,2017-03-02,1,4
33087,Resort Hotel,NLD,2017-03-02,2,4
33088,Resort Hotel,GBR,2017-03-02,2,4
33089,Resort Hotel,GBR,2017-03-02,1,4
33090,Resort Hotel,GBR,2017-03-02,2,4
33091,Resort Hotel,GBR,2017-03-02,2,4
33092,Resort Hotel,GBR,2017-03-03,2,3
33093,Resort Hotel,NLD,2017-03-02,2,4
33094,Resort Hotel,PRT,2017-03-02,2,4
33095,Resort Hotel,PRT,2017-03-05,2,1
33096,Resort Hotel,GBR,2017-03-02,2,4
33097,Resort Hotel,DEU,2017-02-27,2,7
33098,Resort Hotel,GBR,2017-03-02,1,4
33099,Resort Hotel,NLD,2017-03-02,2,4
33100,Resort Hotel,FIN,2017-03-02,2,4
33101,Resort Hotel,NLD,2017-03-02,2,4
33102,Resort Hotel,BEL,2017-03-02,1,4
33103,Resort Hotel,NLD,2017-03-02,2,4
33104,Resort Hotel,GBR,2017-03-03,2,3
33105,Resort Hotel,GBR,2017-03-02,2,4
33106,Resort Hotel,NLD,2017-03-02,1,4
